person_id,姓名,性别,年龄,年龄段,家庭状态,职业大类,occupation_code,具体职位,home_place_id,work_place_id,school_place_id,sociability,routine_preference,spontaneity,travel_tolerance,nightlife_preference,activity_budget,family_orientation,warmth,directness,patience,communication_style,employer_id,personality_summary
P07090,周瑶清,女,40,40-45,有未成年孩子,上班族,office_worker,财务经理,PL_W43805236,PL_W107138623,PL_W24725316,0.63,0.34,0.56,0.54,0.42,0.45,0.93,0.54,0.35,0.67,克制务实,ORG_N2299019719,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P07091,赵一曦,女,22,18-24,无需要照顾的孩子,自由业者,freelancer,自由销售,PL_W31451019,PL_W31451019,,0.49,0.44,0.60,0.62,0.73,0.30,0.59,0.49,0.61,0.21,克制务实,ORG_UNRES_W31451019,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，喜欢晚间外出。
P07092,王哲子,男,19,18-24,无需要照顾的孩子,上班族,office_worker,采购专员,PL_W31756312,PL_W61982577,,0.47,0.35,0.67,0.58,0.52,0.20,0.49,0.60,0.20,0.36,克制务实,ORG_N12290587380,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07093,宋晨欣,女,38,35-39,有未成年孩子,上班族,office_worker,采购专员,PL_W42472532,PL_W943701267,PL_W35545754,0.65,0.63,0.40,0.51,0.62,0.57,0.91,0.82,0.33,0.07,温和体贴,ORG_W943701267,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系。
P07094,陈泽豪,男,43,40-45,无需要照顾的孩子,体力劳动者,manual_worker,设备操作员,PL_W659252252,PL_W676443509,,0.08,0.43,0.59,0.15,0.12,0.92,0.45,0.31,0.61,0.13,克制务实,ORG_UNRES_W676443509,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P07095,徐涵宁,女,33,30-34,无需要照顾的孩子,上班族,office_worker,会计,PL_W659838794,PL_W516728742,,0.46,0.72,0.45,0.35,0.40,0.77,0.70,0.32,0.50,0.77,沉稳耐心,ORG_UNRES_W516728742,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P07096,杨心心,男,44,40-45,有未成年孩子,体力劳动者,manual_worker,配送员,PL_W702169121,PL_W34582810,PL_W36747098,0.57,0.50,0.61,0.50,0.55,0.75,0.59,0.25,0.23,0.78,沉稳耐心,ORG_UNRES_W34582810,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P07097,朱可羽,女,32,30-34,无需要照顾的孩子,服务业者,service_worker,零售店员,PL_W943428714,PL_N6565345441,,0.85,0.52,0.51,0.44,0.82,0.62,0.55,0.18,0.59,0.48,健谈外向,ORG_N6565345441,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，喜欢晚间外出。
P07098,张诺,男,35,35-39,无需要照顾的孩子,服务业者,service_worker,酒店服务人员,PL_W31754570,PL_W55896876,,0.37,0.22,0.63,0.59,0.36,0.65,0.66,0.36,0.79,0.74,直接简洁,ORG_W55896876,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，处理分歧时较有耐心。
P07099,董羽文,男,35,35-39,有未成年孩子,上班族,office_worker,数据分析师,PL_W659447897,PL_W34587722,PL_W34617374,0.58,0.62,0.61,0.37,0.56,0.60,0.61,0.43,0.35,0.28,克制务实,ORG_N2486924730,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07100,徐杰心,男,44,40-45,有未成年孩子,自由业者,freelancer,咨询顾问,PL_W36782211,PL_W36782211,PL_W705563029,0.72,0.13,0.73,0.76,0.51,0.46,0.90,0.32,0.51,0.11,健谈外向,ORG_UNRES_W36782211,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对较远的出行接受度较高。交流方式健谈外向，重视家庭联系。
P07101,徐静源,女,31,30-34,无需要照顾的孩子,体力劳动者,manual_worker,建筑工人,PL_W659830402,PL_W41262704,,0.92,0.51,0.42,0.90,0.70,0.47,0.56,0.63,0.57,0.57,健谈外向,ORG_UNRES_W41262704,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，喜欢晚间外出。
P07102,周诺一,女,21,18-24,无需要照顾的孩子,大学生,university_student,本科生,PL_W43806055,PL_N9139819377,PL_N9139819377,0.66,0.29,0.47,0.51,0.70,0.58,0.61,0.33,0.66,0.31,克制务实,ORG_N9139819377,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，喜欢晚间外出。
P07103,陈嘉安,男,34,30-34,无需要照顾的孩子,服务业者,service_worker,房产经纪,PL_W660820366,PL_W170053305,,0.62,0.65,0.41,0.85,0.66,0.52,0.60,0.84,0.14,0.48,温和体贴,ORG_UNRES_W170053305,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式温和体贴，生活取向相对均衡。
P07104,王诺,女,41,40-45,有未成年孩子,体力劳动者,manual_worker,卡车司机,PL_W703251916,PL_W58361241,PL_W34617709,0.44,0.87,0.13,0.29,0.51,0.09,0.86,0.53,0.22,0.32,克制务实,ORG_UNRES_W58361241,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
P07105,郭婷,女,26,25-29,有未成年孩子,大学生,university_student,博士研究生,PL_W32455674,PL_W23447424,PL_W35798775,0.79,0.59,0.43,0.70,0.62,0.83,0.34,0.61,0.78,0.67,坦率热情,ORG_W23447424,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式坦率热情，生活取向相对均衡。
P07106,吴宁,女,38,35-39,有未成年孩子,上班族,office_worker,业务负责人,PL_W659840159,PL_W33570228,PL_W36543325,0.38,0.84,0.21,0.48,0.54,0.39,0.94,0.63,0.33,0.72,沉稳耐心,ORG_W33570228,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P07107,杨心语,女,18,18-24,无需要照顾的孩子,服务业者,service_worker,保安,PL_W170052634,PL_W106710883,,0.50,0.55,0.60,0.53,0.70,0.77,0.44,0.67,0.48,0.51,克制务实,ORG_W106710883,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，喜欢晚间外出。
P07108,李轩杰,男,26,25-29,无需要照顾的孩子,上班族,office_worker,采购专员,PL_W659549241,PL_W705845662,,0.74,0.38,0.53,0.65,0.74,0.32,0.52,0.42,0.57,0.35,健谈外向,ORG_UNRES_W705845662,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，喜欢晚间外出。
P07109,高佑晨,男,29,25-29,无需要照顾的孩子,上班族,office_worker,采购专员,PL_W661636505,PL_W658300634,,0.27,0.85,0.23,0.68,0.52,0.81,0.72,0.62,0.48,0.56,克制务实,ORG_W658300634,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P07110,马源宁,女,26,25-29,无需要照顾的孩子,上班族,office_worker,采购经理,PL_W661206516,PL_N7592794912,,0.42,0.56,0.40,0.61,0.47,0.43,0.51,0.27,0.60,0.78,沉稳耐心,ORG_N7592794912,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P07111,孙思一,女,40,40-45,有未成年孩子,体力劳动者,manual_worker,汽车技师,PL_W41405415,PL_W122481951,PL_W36861511,0.40,0.48,0.39,0.41,0.53,0.45,0.90,0.44,0.44,0.14,克制务实,ORG_UNRES_W122481951,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P07112,王婉琪,女,29,25-29,无需要照顾的孩子,上班族,office_worker,采购专员,PL_W661469655,PL_W236136690,,0.55,0.47,0.45,0.34,0.70,0.85,0.96,0.71,0.63,0.70,温和体贴,ORG_N12996529644,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式温和体贴，重视家庭联系，喜欢晚间外出，处理分歧时较有耐心。
P07113,马若诗,女,33,30-34,有未成年孩子,自由业者,freelancer,摄影师,PL_W660212477,PL_W660212477,PL_W35836166,0.28,0.22,0.77,0.35,0.38,0.72,0.51,0.65,0.19,0.32,克制务实,ORG_UNRES_W660212477,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07114,陈泽轩,男,28,25-29,无需要照顾的孩子,上班族,office_worker,数据分析师,PL_W1163968780,PL_W31451793,,0.46,0.59,0.31,0.40,0.64,0.51,0.40,0.50,0.48,0.48,克制务实,ORG_N10537982829,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07115,张诗静,女,24,18-24,无需要照顾的孩子,大学生,university_student,硕士研究生,PL_W36921200,PL_N783499436,PL_N783499436,0.73,0.45,0.42,0.80,0.65,0.47,0.64,0.66,0.29,0.14,健谈外向,ORG_N783499436,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P07116,陈辰,男,38,35-39,无需要照顾的孩子,服务业者,service_worker,咖啡师,PL_W31451095,PL_N3079147028,,0.38,0.74,0.28,0.38,0.37,0.53,0.52,0.58,0.33,0.75,沉稳耐心,ORG_N3079147028,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P07117,王雅清,女,35,35-39,有未成年孩子,上班族,office_worker,高级项目经理,PL_W767378212,PL_W396817470,PL_W34617361,0.16,0.85,0.44,0.50,0.13,0.69,0.64,0.85,0.42,0.57,温和体贴,ORG_UNRES_W396817470,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P07118,李一,女,45,40-45,有未成年孩子,上班族,office_worker,HR经理,PL_W31754697,PL_W52430059,PL_W57052280,0.42,0.63,0.34,0.53,0.42,0.04,0.45,0.26,0.49,0.25,克制务实,ORG_W52430059,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07119,王羽,男,40,40-45,有成年孩子,上班族,office_worker,高级软件工程师,PL_W704993424,PL_W661035503,,0.50,0.32,0.48,0.44,0.31,0.29,0.98,0.61,0.40,0.72,沉稳耐心,ORG_UNRES_W661035503,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P07120,袁嫣,女,20,18-24,无需要照顾的孩子,服务业者,service_worker,健身教练,PL_W661822109,PL_W59768687,,0.44,0.79,0.44,0.54,0.57,0.62,0.52,0.62,0.49,0.51,克制务实,ORG_W59768687,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07121,张哲宇,男,24,18-24,无需要照顾的孩子,大学生,university_student,硕士研究生,PL_W31756312,PL_W23447424,PL_W23447424,0.04,0.83,0.33,0.48,0.53,0.46,0.42,0.61,0.51,0.65,克制务实,ORG_W23447424,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07122,陈远可,女,38,35-39,有未成年孩子,服务业者,service_worker,零售店员,PL_W43806062,PL_N2288606537,PL_W37236885,0.87,0.65,0.25,0.69,0.51,0.29,0.54,0.53,0.58,0.57,健谈外向,ORG_N2288606537,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P07123,朱杰睿,男,21,18-24,无需要照顾的孩子,自由业者,freelancer,自媒体从业者,PL_W370438991,PL_W370438991,,0.71,0.65,0.33,0.42,0.56,0.60,0.59,0.50,0.89,0.43,直接简洁,ORG_UNRES_W370438991,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P07124,李雅子,女,31,30-34,无需要照顾的孩子,自由业者,freelancer,独立承包商,PL_W704993429,PL_W704993429,,0.72,0.66,0.52,0.76,0.52,0.21,0.52,0.70,0.51,0.39,温和体贴,ORG_UNRES_W704993429,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式温和体贴，生活取向相对均衡。
P07125,何宇,男,32,30-34,无需要照顾的孩子,体力劳动者,manual_worker,建筑工人,PL_W705845664,PL_W93811432,,0.22,0.28,0.78,0.29,0.37,0.84,0.57,0.05,0.13,0.41,克制务实,ORG_UNRES_W93811432,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P07126,王源源,男,45,40-45,有未成年孩子,上班族,office_worker,高级软件工程师,PL_W1236094720,PL_W71187338,PL_W705011696,0.62,0.70,0.21,0.52,0.43,0.68,0.73,0.26,0.50,0.95,沉稳耐心,ORG_N5035466222,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P07127,韩怡怡,女,31,30-34,有未成年孩子,自由业者,freelancer,网店经营者,PL_W705649185,PL_N7578997169,PL_W36747098,0.40,0.47,0.36,0.31,0.38,0.55,0.49,0.28,0.34,0.47,克制务实,ORG_N7578997169,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P07128,王辰远,女,33,30-34,无需要照顾的孩子,上班族,office_worker,项目经理,PL_W662775125,PL_W132115340,,0.53,0.60,0.31,0.57,0.49,0.45,0.65,0.64,0.42,0.53,克制务实,ORG_W132115340,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07129,张佳源,女,21,18-24,无需要照顾的孩子,服务业者,service_worker,收银员,PL_W660348380,PL_N6568142490,,0.28,0.84,0.24,0.35,0.55,0.18,0.29,0.51,0.59,0.58,克制务实,ORG_N6568142490,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07130,张言,女,29,25-29,无需要照顾的孩子,体力劳动者,manual_worker,焊工,PL_W41405418,PL_W67141322,,0.53,0.47,0.65,0.43,0.40,0.40,0.64,0.67,0.81,0.23,坦率热情,ORG_UNRES_W67141322,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P07131,杨瑶,女,41,40-45,有未成年孩子,服务业者,service_worker,咖啡师,PL_W658974021,PL_N752192433,PL_W70509585,0.79,0.82,0.27,0.63,0.35,0.62,0.78,0.22,0.63,0.61,健谈外向,ORG_N752192433,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P07132,刘嫣思,女,24,18-24,无需要照顾的孩子,大学生,university_student,硕士研究生,PL_W133109681,PL_W61759776,PL_W61759776,0.58,0.75,0.21,0.50,0.72,0.78,0.20,0.61,0.32,0.23,克制务实,ORG_W61759776,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，喜欢晚间外出。
P07133,张宁远,女,43,40-45,有未成年孩子,体力劳动者,manual_worker,配送员,PL_W659341331,PL_W128093638,PL_W121871939,0.11,0.89,0.22,0.28,0.38,0.66,0.57,0.15,0.71,0.84,直接简洁,ORG_W128093638,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式直接简洁，处理分歧时较有耐心。
P07134,陈雅思,女,21,18-24,无需要照顾的孩子,大学生,university_student,本科生,PL_W143657050,PL_W220190025,PL_W220190025,0.83,0.47,0.52,0.71,0.58,0.59,0.67,0.28,0.50,0.28,健谈外向,ORG_W220190025,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P07135,黄琪宁,女,45,40-45,有未成年孩子,体力劳动者,manual_worker,维修技师,PL_W36888102,PL_W479950922,PL_W274163820,0.45,0.66,0.47,0.65,0.35,0.69,0.58,0.13,0.63,0.67,克制务实,ORG_UNRES_W479950922,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07136,梁可轩,男,20,18-24,无需要照顾的孩子,服务业者,service_worker,美容师,PL_W659445730,PL_N6340918501,,0.86,0.44,0.45,0.66,0.72,0.38,0.31,0.13,0.20,0.19,健谈外向,ORG_N6340918501,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，喜欢晚间外出。
P07137,李桐,女,25,25-29,无需要照顾的孩子,服务业者,service_worker,保安,PL_W31373435,PL_N12566554506,,0.05,0.58,0.33,0.58,0.17,0.69,0.70,0.70,0.75,0.23,坦率热情,ORG_N12566554506,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，重视家庭联系。
P07138,张乐晨,女,20,18-24,无需要照顾的孩子,服务业者,service_worker,零售店员,PL_W31811119,PL_N7773082571,,0.50,0.40,0.67,0.64,0.65,0.30,0.55,0.47,0.18,0.10,克制务实,ORG_N7773082571,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07139,朱杰辰,男,31,30-34,有未成年孩子,上班族,office_worker,采购经理,PL_W662710769,PL_W314664870,PL_W224816805,0.58,0.81,0.30,0.61,0.37,0.78,0.85,0.64,0.35,0.73,沉稳耐心,ORG_N5861434785,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P07140,周梓昊,男,31,30-34,有未成年孩子,上班族,office_worker,财务主管,PL_W704228128,PL_W170018362,PL_W29113970,0.45,0.82,0.17,0.32,0.67,0.44,0.50,0.35,0.77,0.13,直接简洁,ORG_W170018362,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式直接简洁，生活取向相对均衡。
P07141,刘可诗,女,38,35-39,有未成年孩子,上班族,office_worker,项目经理,PL_W661636022,PL_W804360646,PL_W36543325,0.49,0.52,0.26,0.48,0.39,0.60,0.84,0.43,0.78,0.43,直接简洁,ORG_UNRES_W804360646,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P07142,袁嘉,男,32,30-34,无需要照顾的孩子,体力劳动者,manual_worker,卡车司机,PL_W659244546,PL_W704594301,,0.72,0.80,0.39,0.65,0.62,0.74,0.55,0.53,0.46,0.57,健谈外向,ORG_W259855919,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P07143,王语源,女,18,18-24,无需要照顾的孩子,上班族,office_worker,软件工程师,PL_W31373437,PL_N6341941431,,0.42,0.23,0.69,0.42,0.66,0.73,0.78,0.31,0.44,0.68,沉稳耐心,ORG_N6341941431,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系。
P07144,王晨清,女,25,25-29,无需要照顾的孩子,上班族,office_worker,财务主管,PL_W706190949,PL_W367638701,,0.47,0.57,0.36,0.76,0.67,0.40,0.48,0.26,0.48,0.61,克制务实,ORG_W367638701,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P07145,李思欣,女,42,40-45,有成年孩子,服务业者,service_worker,健身教练,PL_W659445767,PL_N12496608201,,0.90,0.44,0.56,0.64,0.42,0.42,0.57,0.63,0.50,0.86,沉稳耐心,ORG_N12496608201,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P07146,李乐,女,31,30-34,有未成年孩子,体力劳动者,manual_worker,安装工,PL_W705529530,PL_W657979282,PL_W35798021,0.29,0.59,0.24,0.45,0.52,0.11,0.98,0.27,0.56,0.54,克制务实,ORG_W657979282,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P07147,冯心羽,女,33,30-34,无需要照顾的孩子,体力劳动者,manual_worker,设备操作员,PL_W229483488,PL_W661314215,,0.26,0.72,0.29,0.20,0.18,0.45,0.30,0.79,0.48,0.28,温和体贴,ORG_UNRES_W661314215,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式温和体贴，生活取向相对均衡。
P07148,王瑶佳,女,22,18-24,无需要照顾的孩子,上班族,office_worker,运营专员,PL_W31754687,PL_W32556080,,0.54,0.66,0.37,0.57,0.59,0.84,0.45,0.70,0.58,0.78,温和体贴,ORG_W32556080,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，处理分歧时较有耐心。
P07149,李一一,女,22,18-24,无需要照顾的孩子,服务业者,service_worker,餐厅服务员,PL_W31373431,PL_N4894162575,,0.75,0.14,0.67,0.79,0.54,0.54,0.43,0.59,0.36,0.80,沉稳耐心,ORG_N4894162575,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对较远的出行接受度较高。交流方式沉稳耐心，处理分歧时较有耐心。
P07150,李欣思,女,41,40-45,有未成年孩子,服务业者,service_worker,客服,PL_W1259342294,PL_N4650573942,PL_W56184642,0.65,0.43,0.43,0.66,0.47,0.27,0.44,0.82,0.29,0.44,温和体贴,ORG_N4650573942,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P07151,李言楷,男,33,30-34,有未成年孩子,上班族,office_worker,客户专员,PL_W659334054,PL_W658960778,PL_W34228912,0.37,0.43,0.53,0.28,0.40,0.82,0.94,0.90,0.24,0.50,温和体贴,ORG_UNRES_W658960778,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式温和体贴，重视家庭联系。
P07152,何星诚,男,44,40-45,有未成年孩子,上班族,office_worker,技术经理,PL_W662775519,PL_W1424015290,PL_W216295703,0.59,0.78,0.29,0.66,0.38,0.66,0.48,0.26,0.81,0.70,直接简洁,ORG_N2570624431,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P07153,刘嘉浩,男,31,30-34,有未成年孩子,自由业者,freelancer,私教,PL_W31757829,PL_W31757829,PL_W220408094,0.31,0.02,0.85,0.53,0.53,0.27,0.75,0.68,0.73,0.69,坦率热情,ORG_W31757829,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式坦率热情，重视家庭联系。
P07154,黄瑶,女,26,25-29,无需要照顾的孩子,大学生,university_student,博士研究生,PL_W659333202,PL_W15396822,PL_W15396822,0.41,0.13,0.66,0.41,0.51,0.79,0.18,0.59,0.33,0.94,沉稳耐心,ORG_W15396822,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P07155,冯思,女,42,40-45,无需要照顾的孩子,上班族,office_worker,项目经理,PL_W661840699,PL_N5171322824,,0.64,0.85,0.17,0.73,0.37,0.53,0.21,0.43,0.54,0.09,克制务实,ORG_N5171322824,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
